Finished On,Title,Duration
07/26/2022,"Daily Meditation",1210
07/26/2022,"Moment",79
07/26/2022,"Prospective Retrospection",717
07/26/2022,"Moment",63
07/26/2022,"Self Timer",480
07/26/2022,"Everything Slips Away",181
07/26/2022,"Daily Meditation",613
07/26/2022,"Daily Meditation",613
07/26/2022,"Moment",63
07/25/2022,"Regaining Your Sense of Awe",900
07/25/2022,"Moment",80
07/25/2022,"Daily Meditation",1202
07/24/2022,"Moment",48
07/24/2022,"Investigative Awareness",657
07/24/2022,"Investigative Awareness",657
07/24/2022,"Daily Meditation",1207
07/24/2022,"Moment",45
07/23/2022,"Focused Awareness",602
07/23/2022,"Daily Meditation",603
07/23/2022,"Moment",60
07/23/2022,"Refer to Nothing",216
07/23/2022,"Recognizing the Thinker Part 1",1127
07/23/2022,"Daily Meditation",1204
07/23/2022,"Moment",60
07/23/2022,"The Song of Mahamudra",1849
07/23/2022,"What Is Experience Made Of?",255
07/22/2022,"Daily Meditation",625
07/22/2022,"Moment",67
07/22/2022,"Moment",67
07/22/2022,"Daily Meditation",1209
07/22/2022,"Moment",93
07/21/2022,"Examining the Mind Meditation",1243
07/21/2022,"A Lamp To Dispel Darkness",1726
07/21/2022,"Lose the Monkey",371
07/21/2022,"The Social Self",437
07/21/2022,"Daily Meditation",639
07/21/2022,"Daily Meditation",639
07/21/2022,"Moment",48
07/21/2022,"Introduction (Sam Harris)",328
07/21/2022,"Introduction (Sam Harris)",328
07/21/2022,"Refer to Nothing",216
07/21/2022,"Lose the Monkey",371
07/21/2022,"Moment",39
07/21/2022,"Daily Meditation",1210
07/20/2022,"Daily Meditation",1218
07/20/2022,"Recognizing the Thinker Part 2",1126
07/20/2022,"Recognizing the Thinker Part 1",1127
07/20/2022,"Looking For What's Looking",494
07/20/2022,"Moment",28
07/20/2022,"Moment",44
07/20/2022,"Moment",41
07/20/2022,"Daily Meditation",1218
07/19/2022,"Stoic Meditation",781
07/19/2022,"The Art of Saying No",606
07/19/2022,"Planning",616
07/19/2022,"Moment",29
07/19/2022,"Boundaries",380
07/19/2022,"Daily Meditation",1223
07/19/2022,"Moment",63
07/19/2022,"Moment",63
07/19/2022,"Moment",79
07/19/2022,"Reality—Virtual, Actual, Both",268
07/19/2022,"Daily Meditation",1223
07/19/2022,"What Is Progress in Meditation?",316
07/19/2022,"Expressions of Energy",197
07/19/2022,"The Borderless Field of Being",246
07/19/2022,"Wide Open",197
07/19/2022,"The Indescribability of Experience",270
07/18/2022,"The Nature of the Self",504
07/18/2022,"Moment",52
07/18/2022,"45-Minute Meditation 6",2724
07/18/2022,"Begin Again",212
07/18/2022,"Mental Training",389
07/18/2022,"Begin Again",212
07/18/2022,"Begin Again",212
07/18/2022,"A Glimpse of Awakening",603
07/18/2022,"Moment",42
07/18/2022,"Moment",48
07/18/2022,"How Distraction Works",756
07/18/2022,"Daily Meditation",1211
07/18/2022,"Moment",52
07/17/2022,"Daily Meditation",1220
07/17/2022,"Facing Finitude",594
07/17/2022,"Daily Meditation",1220
07/16/2022,"Daily Meditation",1204
07/16/2022,"Moment",42
07/16/2022,"Moment",60
07/16/2022,"Moment",60
07/15/2022,"What Is Experience Made Of?",255
07/15/2022,"Refer to Nothing",216
07/15/2022,"Daily Meditation",1235
07/15/2022,"Facing Finitude",594
07/15/2022,"Escaping the Efficiency Trap",665
07/15/2022,"Facing Finitude",594
07/15/2022,"Planning",616
07/15/2022,"Daily Meditation",1235
07/15/2022,"Moment",48
07/15/2022,"Moment",48
07/14/2022,"The Art of Saying No",606
07/14/2022,"The Art of Saying No",606
07/14/2022,"The Art of Saying No",606
07/14/2022,"The Art of Saying No",606
07/14/2022,"Limiting Your Work in Progress",645
07/14/2022,"Deciding",706
07/14/2022,"The Joy of Missing Out",653
07/14/2022,"Moment",38
07/14/2022,"Moment",21
07/14/2022,"Moment",21
07/14/2022,"Moment",21
07/14/2022,"Moment",21
07/14/2022,"Escaping the Efficiency Trap",665
07/14/2022,"Escaping the Efficiency Trap",665
07/14/2022,"Escaping the Efficiency Trap",665
07/14/2022,"Facing Finitude",594
07/14/2022,"Daily Meditation",688
07/14/2022,"Announcing 'Life'",105
07/13/2022,"Daily Meditation",603
07/13/2022,"Daily Meditation",1203
07/12/2022,"What Is Experience Made Of?",255
07/12/2022,"Moment",70
07/12/2022,"Daily Meditation",602
07/12/2022,"Moment",70
07/12/2022,"Moment",70
07/12/2022,"Daily Meditation",1210
07/11/2022,"Daily Meditation",1204
07/11/2022,"Refer to Nothing",216
07/11/2022,"Daily Meditation",615
07/11/2022,"Daily Meditation",1204
07/11/2022,"Moment",79
07/10/2022,"30-Minute Meditation 4",1820
07/10/2022,"Refer to Nothing",216
07/10/2022,"Introduction",339
07/10/2022,"Moment",76
07/10/2022,"Daily Meditation",1203
07/10/2022,"Moment",76
07/09/2022,"Clear Comprehension",3240
07/09/2022,"Daily Meditation",1200
07/09/2022,"Moment",93
07/08/2022,"Begin Again",212
07/08/2022,"Mental Training",389
07/08/2022,"The Logic of Practice",399
07/08/2022,"How Is Waking Up Different?",535
07/08/2022,"Moment",44
07/08/2022,"Daily Meditation",1221
07/07/2022,"Beyond Hierarchy",146
07/07/2022,"Everything Is Present",194
07/07/2022,"Everything Slips Away",181
07/07/2022,"Boundaries",380
07/07/2022,"Refer to Nothing",216
07/07/2022,"Introduction",339
07/07/2022,"Beyond Hierarchy",146
07/07/2022,"Everything Is Present",194
07/07/2022,"The Miracle of Perceiving",213
07/07/2022,"Drifting Toward Reality",234
07/07/2022,"No Distractions",249
07/07/2022,"Resting as the View",170
07/07/2022,"Presence",311
07/07/2022,"Everything Slips Away",181
07/07/2022,"Boundaries",380
07/07/2022,"The Indescribability of Experience",270
07/07/2022,"The Indescribability of Experience",270
07/07/2022,"Reality—Virtual, Actual, Both",268
07/07/2022,"Refer to Nothing",216
07/07/2022,"Daily Meditation",1202
07/06/2022,"Daily Meditation",1198
07/05/2022,"Daily Meditation",1225
07/05/2022,"Daily Meditation",1225
07/05/2022,"Moment",37
07/05/2022,"Daily Meditation",1219
07/04/2022,"Daily Meditation",1219
07/03/2022,"Daily Meditation",1228
07/03/2022,"What Are We?",174
07/03/2022,"The Bottomless Well of Infinity",330
07/03/2022,"Time",303
07/03/2022,"We Have Not Been Here Before",222
07/03/2022,"Expressions of Energy",197
07/02/2022,"Refer to Nothing",216
07/02/2022,"Moment",41
07/02/2022,"What Is Experience Made Of?",255
07/02/2022,"Daily Meditation",1204
07/01/2022,"Suffering and Non-Self",3125
07/01/2022,"Doubt and Aversion",3580
07/01/2022,"Daily Meditation",1203
07/01/2022,"Daily Meditation",1203
06/30/2022,"Doubt and Aversion",3580
06/30/2022,"Self Timer",600
06/30/2022,"Moment",51
06/30/2022,"Daily Meditation",1214
06/29/2022,"Daily Meditation",1202
06/28/2022,"The Power of Thought",269
06/28/2022,"Just Begin Again",213
06/28/2022,"The Veil of Thought",120
06/28/2022,"The Lessons of Death",399
06/28/2022,"The Power of Thought",269
06/28/2022,"Resting as the View",170
06/28/2022,"Presence",311
06/28/2022,"Everything Slips Away",181
06/28/2022,"Walking in Public",1226
06/28/2022,"Daily Meditation",1202
06/28/2022,"Moment",25
06/28/2022,"Moment",25
06/28/2022,"Moment",25
06/28/2022,"Moment",25
06/28/2022,"Moment",25
06/28/2022,"Moment",25
06/28/2022,"Moment",25
06/28/2022,"Moment",25
06/28/2022,"Moment",25
06/28/2022,"Daily Meditation",1202
06/27/2022,"The Nature of Thought and Emotion",3603
06/27/2022,"Moment",62
06/27/2022,"Moment",62
06/27/2022,"Self Timer",360
06/26/2022,"Moment",35
06/26/2022,"Daily Meditation",1221
06/25/2022,"Daily Meditation",1202
06/24/2022,"The Necessity of Thought",210
06/24/2022,"The Power of Regret",486
06/24/2022,"Solving Problems",300
06/24/2022,"Gratitude",205
06/24/2022,"The Last Time",277
06/24/2022,"The Indescribability of Experience",270
06/23/2022,"Moment",77
06/23/2022,"Daily Meditation",1225
06/22/2022,"Global Awareness",583
06/22/2022,"Drifting Toward Reality",234
06/22/2022,"No Distractions",249
06/22/2022,"Resting as the View",170
06/22/2022,"Presence",311
06/22/2022,"Everything Slips Away",181
06/22/2022,"Boundaries",380
06/22/2022,"The Indescribability of Experience",270
06/22/2022,"Reality—Virtual, Actual, Both",268
06/22/2022,"What Is Experience Made Of?",255
06/22/2022,"Refer to Nothing",216
06/22/2022,"The Paradox of Psychedelics",591
06/22/2022,"Daily Meditation",1211
06/21/2022,"That Which Contains Everything",674
06/21/2022,"Daily Meditation",1201
06/20/2022,"The Indescribability of Experience",270
06/20/2022,"Reality—Virtual, Actual, Both",268
06/19/2022,"The Mystery of Being",541
06/19/2022,"Moment",78
06/19/2022,"Moment",78
06/19/2022,"Nondual Presence",498
06/18/2022,"Moment",53
06/18/2022,"Moment",48
06/17/2022,"45-Minute Meditation 5",2708
06/17/2022,"Daily Meditation",1216
06/17/2022,"Moment",66
06/16/2022,"Refer to Nothing",216
06/16/2022,"Daily Meditation",1205
06/16/2022,"Daily Meditation",1205
06/15/2022,"Moment",44
06/15/2022,"Daily Meditation",1207
06/15/2022,"Daily Meditation",609
06/15/2022,"Daily Meditation",1207
06/14/2022,"Daily Meditation",1212
06/14/2022,"Daily Meditation",1212
06/14/2022,"Daily Meditation",1212
06/14/2022,"Daily Meditation",617
06/13/2022,"Daily Meditation",603
06/13/2022,"Daily Meditation",1212
06/13/2022,"Daily Meditation",1212
06/13/2022,"Daily Meditation",603
06/13/2022,"Daily Meditation",603
06/12/2022,"Daily Meditation",664
06/08/2022,"Self Timer",360
06/08/2022,"Daily Meditation",1214
06/07/2022,"Daily Meditation",1207
06/06/2022,"Start Here",204
06/06/2022,"Daily Meditation",1207
06/05/2022,"Daily Meditation",1212
06/04/2022,"Daily Meditation",1204
06/03/2022,"Daily Meditation",1222
06/01/2022,"The Wisdom of Impermanence",3662
06/01/2022,"Daily Meditation",1244
05/31/2022,"Moment",41
05/30/2022,"The Nature of Thought and Emotion",3603
05/30/2022,"Not What Should Be",3225
05/29/2022,"Daily Meditation",1206
05/29/2022,"Daily Meditation",1206
05/28/2022,"30-minute Meditation 3",1805
05/28/2022,"30-minute Meditation 3",1805
05/28/2022,"30-minute Meditation 3",1805
05/28/2022,"Moment",57
05/28/2022,"Moment",57
05/27/2022,"Do You Really Have a Self?",5369
05/27/2022,"Daily Meditation",1202
05/26/2022,"Daily Meditation",674
05/25/2022,"Daily Meditation",604
05/23/2022,"Daily Meditation",1206
05/19/2022,"Daily Meditation",1209
05/18/2022,"Daily Meditation",1198
05/17/2022,"Daily Meditation",1202
05/14/2022,"Moment",78
05/12/2022,"Moment",60
05/12/2022,"Daily Meditation",1223
05/11/2022,"Moment",55
05/11/2022,"Daily Meditation",1210
05/09/2022,"Moment",21
05/09/2022,"Daily Meditation",1223
05/06/2022,"Moment",43
05/06/2022,"Moment",43
05/04/2022,"Daily Meditation",1203
05/02/2022,"Moment",63
05/01/2022,"The Nature of Thought and Emotion",3603
05/01/2022,"Moment",41
05/01/2022,"Moment",41
04/30/2022,"Self Timer",1260
04/29/2022,"What is This",607
04/29/2022,"Ordinary Mind is the Way",722
04/29/2022,"Daily Meditation",1408
04/29/2022,"Moment",42
04/28/2022,"Daily Meditation",1202
04/28/2022,"Moment",76
04/28/2022,"Daily Meditation",1202
04/27/2022,"Being With What Is (Annaka Harris)",1043
04/27/2022,"Moment",72
04/27/2022,"Daily Meditation",1211
04/26/2022,"Daily Meditation",1206
04/26/2022,"Moment",66
04/26/2022,"Daily Meditation",1206
04/25/2022,"Daily Meditation",1244
04/25/2022,"Moment",44
04/23/2022,"Moment",53
04/22/2022,"Moment",80
04/22/2022,"Daily Meditation",1208
04/21/2022,"Moment",44
04/20/2022,"Daily Meditation",1204
04/19/2022,"Moment",34
04/19/2022,"Daily Meditation",1214
04/19/2022,"Daily Meditation",1214
04/18/2022,"Moment",35
04/18/2022,"Daily Meditation",1202
04/18/2022,"Daily Meditation",1202
04/17/2022,"Moment",41
04/16/2022,"Moment",37
04/15/2022,"Being With What Is (Annaka Harris)",1043
04/14/2022,"Daily Meditation",1217
04/12/2022,"Moment",48
04/11/2022,"Daily Meditation",1201
04/10/2022,"Daily Meditation",1228
04/09/2022,"Daily Meditation",1210
04/09/2022,"Moment",53
04/09/2022,"Daily Meditation",1210
04/09/2022,"Moment",48
04/08/2022,"Walking in Public",1226
04/08/2022,"Moment",26
04/08/2022,"Daily Meditation",1201
04/08/2022,"Daily Meditation",1201
04/08/2022,"Moment",78
04/08/2022,"No Problem to Solve",604
04/08/2022,"Awakening Glimpse by Glimpse",1062
04/07/2022,"That Which Knows",587
04/07/2022,"Choiceless Awareness",700
04/07/2022,"30-Minute Meditation 6",1807
04/07/2022,"Moment",79
04/07/2022,"Moment",79
04/07/2022,"A Moral Illusion",1658
04/07/2022,"Moment",25
04/07/2022,"Daily Meditation",1203
04/06/2022,"Daily Meditation",615
04/06/2022,"The Mystery of Being",541
04/06/2022,"What Is Real?",666
04/06/2022,"What Is Real?",666
04/06/2022,"What Is Real?",666
04/06/2022,"Consciousness",336
04/06/2022,"You Can't Get There From Here",426
04/06/2022,"Introduction",94
04/06/2022,"Daily Meditation",615
04/06/2022,"Self Timer",300
04/06/2022,"Daily Meditation",1204
04/06/2022,"30-Minute Meditation 5",1803
04/05/2022,"30-Minute Meditation 7",1816
04/05/2022,"30-Minute Meditation 7",1816
04/05/2022,"Moment",45
04/05/2022,"Daily Meditation",1203
04/05/2022,"Moment",45
04/05/2022,"Moment",45
04/05/2022,"Daily Meditation",1203
04/04/2022,"Transforming Negative Emotions",3535
04/04/2022,"Daily Meditation",1221
04/04/2022,"Daily Meditation",1221
04/04/2022,"Daily Meditation",1221
04/04/2022,"The Cure for Boredom",298
04/04/2022,"Moment",44
04/04/2022,"Daily Meditation",1221
04/03/2022,"Daily Meditation",1225
04/02/2022,"The Nature of Thought and Emotion",3603
04/02/2022,"Who Am I?",675
04/02/2022,"Daily Meditation",1225
04/02/2022,"Moment",52
04/02/2022,"Moment",35
04/02/2022,"Daily Meditation",1225
04/01/2022,"Moment",70
04/01/2022,"Social Emotion",2029
04/01/2022,"Daily Meditation",1211
03/31/2022,"30-minute Meditation 3",1805
03/31/2022,"Being Still",3477
03/31/2022,"Moment",93
03/31/2022,"Daily Meditation",1202
03/30/2022,"Moment",34
03/30/2022,"Genius",335
03/30/2022,"Moment",77
03/30/2022,"Daily Meditation",1214
03/29/2022,"The Origin of Dukkha",3213
03/29/2022,"Moment",44
03/29/2022,"Daily Meditation",1204
03/29/2022,"Moment",44
03/28/2022,"Worldly and Unworldly Feelings",3538
03/28/2022,"Moment",48
03/28/2022,"Daily Meditation",1206
03/27/2022,"Moment",66
03/27/2022,"Daily Meditation",1209
03/26/2022,"Beyond Wanting",3390
03/26/2022,"The Path to the Deathless",1228
03/26/2022,"Daily Meditation",1205
03/25/2022,"Moment",60
03/25/2022,"Daily Meditation",1197
03/25/2022,"Daily Meditation",1197
03/24/2022,"Daily Meditation",1219
03/23/2022,"The End of Craving",3448
03/23/2022,"Daily Meditation",1212
03/23/2022,"Daily Meditation",1212
03/23/2022,"Daily Meditation",1212
03/23/2022,"Daily Meditation",1212
03/23/2022,"Daily Meditation",1212
03/23/2022,"Maturity",321
03/23/2022,"Moment",26
03/22/2022,"Honesty",268
03/22/2022,"Just Begin Again",213
03/22/2022,"Daily Meditation",1204
03/21/2022,"Daily Meditation",1204
03/21/2022,"Walking in Public",1226
03/21/2022,"Daily Meditation",1204
03/21/2022,"Moment",31
03/20/2022,"Daily Meditation",1220
03/20/2022,"Daily Meditation",1220
03/20/2022,"Walking in Public",1226
03/20/2022,"Maturity",321
03/20/2022,"Moment",79
03/20/2022,"Daily Meditation",1220
03/19/2022,"Moment",51
03/18/2022,"The Social Self",437
03/18/2022,"Moment",48
03/18/2022,"Moment",48
03/18/2022,"Daily Meditation",602
03/18/2022,"Daily Meditation",1198
03/18/2022,"Daily Meditation",1198
03/17/2022,"Self Timer",120
03/17/2022,"Self Timer",60
03/17/2022,"Self Timer",60
03/17/2022,"The Middle Path",2949
03/17/2022,"Daily Meditation",622
03/17/2022,"The Middle Path",2949
03/17/2022,"Moment",35
03/17/2022,"Daily Meditation",1215
03/17/2022,"Moment",34
03/16/2022,"Moment",63
03/16/2022,"Walking in Public",1226
03/16/2022,"Moment",42
03/16/2022,"Daily Meditation",1203
03/16/2022,"Maturity",321
03/16/2022,"Maturity",321
03/16/2022,"Beginning",251
03/16/2022,"Daily Meditation",1212
03/16/2022,"Moment",107
03/15/2022,"Daily Meditation",1212
03/14/2022,"Daily Meditation",1222
03/14/2022,"The Nature of the Self",504
03/14/2022,"Moment",66
03/13/2022,"Moment",34
03/13/2022,"Daily Meditation",1222
03/12/2022,"Daily Meditation",1211
03/12/2022,"Moment",73
03/12/2022,"Moment",73
03/11/2022,"Daily Meditation",1218
03/11/2022,"Moment",107
03/11/2022,"Daily Meditation",1218
03/11/2022,"Recognizing the Thinker Part 1",1127
03/10/2022,"Moment",38
03/10/2022,"Moment",60
03/10/2022,"Moment",60
03/09/2022,"Daily Meditation",1237
03/09/2022,"Daily Meditation",1237
03/09/2022,"Maturity",321
03/08/2022,"Forgiveness",399
03/08/2022,"Maturity",321
03/08/2022,"Maturity",321
03/08/2022,"Beginning",251
03/08/2022,"Moment",36
03/08/2022,"Daily Meditation",1214
03/07/2022,"Daily Meditation",1209
03/07/2022,"Moment",59
03/07/2022,"The Science of Happiness",5014
03/07/2022,"Daily Meditation",1209
03/06/2022,"Daily Meditation",1202
03/06/2022,"Daily Meditation",1202
03/06/2022,"Moment",118
03/06/2022,"Self Timer",300
03/06/2022,"The End of Craving",3448
03/06/2022,"Moment",53
03/05/2022,"Working with Fear",3660
03/05/2022,"Moment",44
03/05/2022,"Consciousness",336
03/05/2022,"Lose the Monkey",371
03/05/2022,"The Social Self",437
03/05/2022,"Looking For What's Looking",494
03/05/2022,"The Nature of the Self",504
03/05/2022,"Daily Meditation",1202
03/04/2022,"The Cure for Boredom",298
03/04/2022,"Turn the Light of Awake Awareness Around",646
03/04/2022,"Daily Meditation",1207
03/04/2022,"Moment",57
03/04/2022,"Moment",57
03/04/2022,"Introduction (Sam Harris)",104
03/04/2022,"Daily Meditation",1207
03/03/2022,"Self Timer",600
03/03/2022,"Meditation 9",610
03/03/2022,"Daily Meditation",1217
03/03/2022,"Daily Meditation",1217
03/03/2022,"Self Timer",600
03/03/2022,"Daily Meditation",1217
03/02/2022,"Meditation 23",729
03/02/2022,"Daily Meditation",1202
03/02/2022,"Moment",38
03/02/2022,"Moment",70
03/02/2022,"Moment",70
03/02/2022,"Moment",38
03/02/2022,"Daily Meditation",1202
03/01/2022,"Moment",35
03/01/2022,"Moment",35
03/01/2022,"Meditation 14",684
03/01/2022,"30-minute Meditation 3",1805
03/01/2022,"Moment",35
03/01/2022,"Looking For What's Looking",494
03/01/2022,"Daily Meditation",1206
03/01/2022,"Moment",34
03/01/2022,"Moment",34
03/01/2022,"Daily Meditation",1206
02/28/2022,"Looking For What's Looking",494
02/28/2022,"The Nature of the Self",504
02/28/2022,"Moment",53
02/28/2022,"Moment",53
02/28/2022,"45-Minute Meditation 4",2705
02/28/2022,"Moment",93
02/28/2022,"Moment",60
02/28/2022,"Daily Meditation",1221
02/25/2022,"Moment",50
02/25/2022,"Moment",50
02/25/2022,"Moment",50
02/25/2022,"Moment",50
02/25/2022,"Daily Meditation",1200
02/24/2022,"Moment",57
02/24/2022,"Daily Meditation",1204
02/24/2022,"Moment",80
02/23/2022,"Daily Meditation",1223
02/23/2022,"Moment",75
02/23/2022,"Daily Meditation",1223
02/23/2022,"Moment",62
02/23/2022,"Moment",53
02/23/2022,"The Wisdom of Impermanence",3662
02/23/2022,"Daily Meditation",1223
02/22/2022,"Moment",48
02/22/2022,"45-Minute Meditation 9",2699
02/22/2022,"Moment",31
02/22/2022,"Daily Meditation",1244
02/21/2022,"Wisdom of the Masters",6285
02/21/2022,"Daily Meditation",1201
02/21/2022,"Moment",131
02/21/2022,"Moment",47
02/19/2022,"Daily Meditation",1225
02/19/2022,"Moment",29
02/19/2022,"Moment",29
02/19/2022,"Moment",29
02/19/2022,"Daily Meditation",1225
02/18/2022,"30-Minute Meditation 5",1803
02/18/2022,"Working with Pain",961
02/18/2022,"Being With What Is (Annaka Harris)",1043
02/18/2022,"Moment",72
02/18/2022,"Turn the Light of Awake Awareness Around",646
02/18/2022,"Moment",60
02/18/2022,"Moment",60
02/18/2022,"Moment",60
02/18/2022,"Moment",60
02/18/2022,"Daily Meditation",1258
02/17/2022,"Moment",41
02/17/2022,"Moment",41
02/16/2022,"Moment",63
02/16/2022,"Moment",63
02/16/2022,"Moment",63
02/16/2022,"Moment",63
02/16/2022,"Daily Meditation",1214
02/15/2022,"Moment",130
02/15/2022,"Moment",130
02/15/2022,"Moment",43
02/15/2022,"30-minute Meditation 3",1805
02/15/2022,"Daily Meditation",1214
02/14/2022,"Consciousness",336
02/14/2022,"No Problem to Solve",604
02/14/2022,"Self Timer",300
02/14/2022,"Lose the Monkey",371
02/14/2022,"30-Minute Meditation 9",1808
02/14/2022,"Moment",87
02/14/2022,"Moment",87
02/14/2022,"Moment",87
02/14/2022,"Daily Meditation",1214
02/13/2022,"Moment",44
02/13/2022,"Looking For What's Looking",494
02/13/2022,"The Nature of the Self",504
02/13/2022,"Moment",44
02/13/2022,"Moment",44
02/13/2022,"No Problem to Solve",604
02/13/2022,"Moment",44
02/13/2022,"Daily Meditation",1219
02/12/2022,"Daily Meditation",1210
02/12/2022,"Daily Meditation",1210
02/12/2022,"Moment",66
02/12/2022,"Moment",50
02/12/2022,"Moment",50
02/12/2022,"Moment",50
02/12/2022,"Daily Meditation",1210
02/12/2022,"Moment",48
02/11/2022,"Moment",80
02/11/2022,"Daily Meditation",1211
02/11/2022,"Daily Meditation",1211
02/11/2022,"Daily Meditation",1211
02/10/2022,"Daily Meditation",1223
02/10/2022,"Daily Meditation",1223
02/10/2022,"Introduction (Sam Harris)",52
02/10/2022,"Daily Meditation",1223
02/10/2022,"Moment",28
02/10/2022,"Moment",28
02/10/2022,"Daily Meditation",1223
02/10/2022,"Moment",28
02/10/2022,"Moment",28
02/08/2022,"Moment",35
02/08/2022,"Moment",35
02/08/2022,"Moment",35
02/08/2022,"Moment",35
02/08/2022,"Daily Meditation",1210
02/07/2022,"The Veil of Thought",120
02/07/2022,"Moment",45
02/07/2022,"Daily Meditation",1205
02/07/2022,"30-minute Meditation 3",1805
02/07/2022,"Daily Meditation",1205
02/07/2022,"Daily Meditation",1205
02/07/2022,"Daily Meditation",1205
02/07/2022,"Daily Meditation",1205
02/07/2022,"Daily Meditation",1205
02/06/2022,"Daily Meditation",1208
02/05/2022,"Daily Meditation",1209
02/05/2022,"Moment",47
02/05/2022,"Daily Meditation",1209
02/04/2022,"Daily Meditation",1200
02/04/2022,"Daily Meditation",1200
02/03/2022,"Moment",74
02/02/2022,"Daily Meditation",1204
02/02/2022,"Daily Meditation",1204
02/02/2022,"Daily Meditation",1204
02/02/2022,"Moment",127
02/01/2022,"Daily Meditation",1209
02/01/2022,"Daily Meditation",1209
02/01/2022,"Moment",130
02/01/2022,"Moment",130
02/01/2022,"Daily Meditation",1209
01/31/2022,"Sometimes",451
01/31/2022,"Moment",60
01/31/2022,"Moment",57
01/31/2022,"Daily Meditation",1202
01/30/2022,"Practice",668
01/30/2022,"Daily Meditation",1225
01/30/2022,"Daily Meditation",1225
01/30/2022,"Moment",78
01/29/2022,"Moment",80
01/29/2022,"Daily Meditation",1210
01/28/2022,"Moment",12
01/28/2022,"Daily Meditation",1206
01/27/2022,"Daily Meditation",1226
01/27/2022,"Moment",28
01/27/2022,"Moment",28
01/27/2022,"Moment",28
01/27/2022,"Moment",28
01/27/2022,"Moment",28
01/27/2022,"Moment",28
01/27/2022,"Moment",41
01/27/2022,"Moment",41
01/27/2022,"Daily Meditation",1226
01/26/2022,"Daily Meditation",1204
01/26/2022,"Moment",50
01/26/2022,"Moment",50
01/26/2022,"Daily Meditation",1204
01/25/2022,"45-Minute Meditation 3",2711
01/25/2022,"Being With What Is (Annaka Harris)",1043
01/25/2022,"Moment",54
01/25/2022,"Daily Meditation",1210
01/25/2022,"Moment",34
01/25/2022,"Moment",34
01/24/2022,"Drugs and the Meaning of Life",1198
01/24/2022,"Moment",50
01/24/2022,"Daily Meditation",1218
01/24/2022,"Moment",70
01/24/2022,"Daily Meditation",1218
01/23/2022,"Full Spectrum Meditation",1208
01/23/2022,"Daily Meditation",1210
01/23/2022,"Daily Meditation",602
01/23/2022,"Moment",31
01/23/2022,"Daily Meditation",1210
01/23/2022,"Daily Meditation",1210
01/23/2022,"That Which Is",584
01/23/2022,"Daily Meditation",602
01/22/2022,"Moment",57
01/22/2022,"Willpower",1267
01/22/2022,"Moment",57
01/22/2022,"Moment",57
01/22/2022,"Moment",57
01/22/2022,"Moment",57
01/22/2022,"Moment",42
01/22/2022,"Daily Meditation",1204
01/21/2022,"30-Minute Meditation 9",1808
01/21/2022,"Daily Meditation",1207
01/21/2022,"Moment",42
01/21/2022,"Moment",42
01/21/2022,"Moment",42
01/21/2022,"Moment",42
01/21/2022,"Daily Meditation",1207
01/21/2022,"Moment",53
01/21/2022,"Moment",35
01/20/2022,"Daily Meditation",1219
01/20/2022,"The Default Mode",1305
01/20/2022,"Moment",35
01/20/2022,"Daily Meditation",1219
01/20/2022,"Moment",52
01/19/2022,"Moment",59
01/19/2022,"Moment",59
01/19/2022,"Daily Meditation",1206
01/19/2022,"Moment",41
01/19/2022,"Moment",35
01/19/2022,"Moment",35
01/19/2022,"Non-Dual Awareness",839
01/19/2022,"Non-Dual Awareness",839
01/19/2022,"Non-Dual Awareness",839
01/19/2022,"Moment",35
01/19/2022,"Moment",35
01/19/2022,"Moment",35
01/19/2022,"Moment",72
01/19/2022,"Moment",72
01/19/2022,"Daily Meditation",1206
01/18/2022,"Self Timer",420
01/18/2022,"Meditation 27",634
01/18/2022,"That Which Is",584
01/18/2022,"That Which Knows",587
01/18/2022,"Moment",54
01/18/2022,"Moment",36
01/18/2022,"Moment",42
01/18/2022,"Moment",42
01/18/2022,"Daily Meditation",1206
01/18/2022,"Just Begin Again",213
01/18/2022,"Daily Meditation",1206
01/17/2022,"30-Minute Meditation 7",1816
01/17/2022,"Rest and Allow",615
01/17/2022,"Support",664
01/17/2022,"Daily Meditation",1218
01/17/2022,"Moment",25